instant,date,season,hr,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,month,year,index
264,2011-01-12,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,1,2011,263
265,2011-01-12,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,1,2011,264
266,2011-01-12,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,1,2011,265
267,2011-01-12,1,13,0,3,1,1,0.22,0.19699999999999998,0.44,0.3582,0,49,49,1,2011,266
268,2011-01-12,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,1,2011,267
269,2011-01-12,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,1,2011,268
270,2011-01-12,1,16,0,3,1,1,0.22,0.19699999999999998,0.44,0.3284,5,63,68,1,2011,269
271,2011-01-12,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,1,2011,270
272,2011-01-12,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,1,2011,271
273,2011-01-12,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,1,2011,272
274,2011-01-12,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,1,2011,273
275,2011-01-12,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,1,2011,274
276,2011-01-12,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,1,2011,275
277,2011-01-12,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,1,2011,276
278,2011-01-13,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,1,2011,277
279,2011-01-13,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,1,2011,278
280,2011-01-13,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,1,2011,279
281,2011-01-13,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,1,2011,280
282,2011-01-13,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,1,2011,281
283,2011-01-13,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,1,2011,282
284,2011-01-13,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,1,2011,283
285,2011-01-13,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,1,2011,284
286,2011-01-13,1,8,0,4,1,1,0.14,0.1364,0.5,0.19399999999999998,5,197,202,1,2011,285
287,2011-01-13,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,1,2011,286
288,2011-01-13,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,1,2011,287
289,2011-01-13,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,1,2011,288
290,2011-01-13,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,1,2011,289
291,2011-01-13,1,13,0,4,1,1,0.22,0.19699999999999998,0.41,0.4478,2,81,83,1,2011,290
292,2011-01-13,1,14,0,4,1,1,0.22,0.19699999999999998,0.41,0.3881,3,39,42,1,2011,291
293,2011-01-13,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,1,2011,292
294,2011-01-13,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,1,2011,293
295,2011-01-13,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,1,2011,294
296,2011-01-13,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,1,2011,295
297,2011-01-13,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,1,2011,296
298,2011-01-13,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,1,2011,297
299,2011-01-13,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,1,2011,298
300,2011-01-13,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,1,2011,299
301,2011-01-13,1,23,0,4,1,1,0.12,0.1364,0.5,0.19399999999999998,1,14,15,1,2011,300
302,2011-01-14,1,0,0,5,1,1,0.12,0.1364,0.5,0.19399999999999998,0,14,14,1,2011,301
303,2011-01-14,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,1,2011,302
304,2011-01-14,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,1,2011,303
305,2011-01-14,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,1,2011,304
306,2011-01-14,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,1,2011,305
307,2011-01-14,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,1,2011,306
308,2011-01-14,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,1,2011,307
309,2011-01-14,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,1,2011,308
310,2011-01-14,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,1,2011,309
311,2011-01-14,1,10,0,5,1,1,0.18,0.1818,0.55,0.19399999999999998,4,40,44,1,2011,310
312,2011-01-14,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,1,2011,311
313,2011-01-14,1,12,0,5,1,1,0.2,0.19699999999999998,0.44,0.2537,2,59,61,1,2011,312
314,2011-01-14,1,13,0,5,1,1,0.22,0.19699999999999998,0.37,0.3881,4,73,77,1,2011,313
315,2011-01-14,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,1,2011,314
316,2011-01-14,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,1,2011,315
317,2011-01-14,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,1,2011,316
318,2011-01-14,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,1,2011,317
319,2011-01-14,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,1,2011,318
320,2011-01-14,1,19,0,5,1,1,0.16,0.19699999999999998,0.59,0.0896,3,89,92,1,2011,319
321,2011-01-14,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,1,2011,320
322,2011-01-14,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,1,2011,321
323,2011-01-14,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,1,2011,322
324,2011-01-14,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,1,2011,323
325,2011-01-15,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,1,2011,324
326,2011-01-15,1,1,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,2,18,20,1,2011,325
327,2011-01-15,1,2,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,0,12,12,1,2011,326
328,2011-01-15,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,1,2011,327
329,2011-01-15,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,1,2011,328
330,2011-01-15,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,1,2011,329
331,2011-01-15,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,1,2011,330
332,2011-01-15,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,1,2011,331
333,2011-01-15,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,1,2011,332
334,2011-01-15,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,1,2011,333
335,2011-01-15,1,10,0,6,0,1,0.18,0.19699999999999998,0.59,0.1642,2,57,59,1,2011,334
336,2011-01-15,1,11,0,6,0,1,0.2,0.19699999999999998,0.55,0.2239,18,54,72,1,2011,335
337,2011-01-15,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,1,2011,336
338,2011-01-15,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,1,2011,337
339,2011-01-15,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,1,2011,338
340,2011-01-15,1,15,0,6,0,2,0.32,0.3182,0.36,0.19399999999999998,21,108,129,1,2011,339
341,2011-01-15,1,16,0,6,0,2,0.34,0.3333,0.34,0.19399999999999998,33,95,128,1,2011,340
342,2011-01-15,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,1,2011,341
343,2011-01-15,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,1,2011,342
344,2011-01-15,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,1,2011,343
345,2011-01-15,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,1,2011,344
346,2011-01-15,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,1,2011,345
347,2011-01-15,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,1,2011,346
348,2011-01-15,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,1,2011,347
349,2011-01-16,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,1,2011,348
350,2011-01-16,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,1,2011,349
351,2011-01-16,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,1,2011,350
352,2011-01-16,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,1,2011,351
353,2011-01-16,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,1,2011,352
354,2011-01-16,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,1,2011,353
355,2011-01-16,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,1,2011,354
356,2011-01-16,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,1,2011,355
357,2011-01-16,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,1,2011,356
358,2011-01-16,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,1,2011,357
359,2011-01-16,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,1,2011,358
360,2011-01-16,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,1,2011,359
361,2011-01-16,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,1,2011,360
362,2011-01-16,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,1,2011,361
363,2011-01-16,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,1,2011,362
364,2011-01-16,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,1,2011,363
365,2011-01-16,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,1,2011,364
366,2011-01-16,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,1,2011,365
367,2011-01-16,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,1,2011,366
368,2011-01-16,1,19,0,0,0,1,0.18,0.19699999999999998,0.47,0.1343,14,47,61,1,2011,367
369,2011-01-16,1,20,0,0,0,1,0.18,0.19699999999999998,0.47,0.1642,7,50,57,1,2011,368
370,2011-01-16,1,21,0,0,0,1,0.18,0.19699999999999998,0.51,0.1642,6,22,28,1,2011,369
371,2011-01-16,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,1,2011,370
372,2011-01-16,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,1,2011,371
373,2011-01-17,1,0,1,1,0,2,0.2,0.19699999999999998,0.47,0.2239,1,16,17,1,2011,372
374,2011-01-17,1,1,1,1,0,2,0.2,0.19699999999999998,0.44,0.19399999999999998,1,15,16,1,2011,373
375,2011-01-17,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,1,2011,374
376,2011-01-17,1,3,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,0,2,2,1,2011,375
377,2011-01-17,1,4,1,1,0,2,0.18,0.19699999999999998,0.43,0.1343,1,2,3,1,2011,376
378,2011-01-17,1,5,1,1,0,2,0.18,0.19699999999999998,0.43,0.1642,0,1,1,1,2011,377
379,2011-01-17,1,6,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,0,5,5,1,2011,378
380,2011-01-17,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,1,2011,379
381,2011-01-17,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,1,2011,380
382,2011-01-17,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,1,2011,381
383,2011-01-17,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,1,2011,382
384,2011-01-17,1,11,1,1,0,2,0.16,0.1515,0.55,0.19399999999999998,9,55,64,1,2011,383
385,2011-01-17,1,12,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,10,70,80,1,2011,384
386,2011-01-17,1,13,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,13,80,93,1,2011,385
387,2011-01-17,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,1,2011,386
388,2011-01-17,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,1,2011,387
389,2011-01-17,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,1,2011,388
390,2011-01-17,1,17,1,1,0,1,0.2,0.19699999999999998,0.51,0.19399999999999998,4,67,71,1,2011,389
391,2011-01-17,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,1,2011,390
392,2011-01-17,1,19,1,1,0,3,0.18,0.1818,0.59,0.19399999999999998,2,58,60,1,2011,391
393,2011-01-17,1,20,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,4,29,33,1,2011,392
394,2011-01-17,1,21,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,3,24,27,1,2011,393
395,2011-01-17,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,1,2011,394
396,2011-01-17,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,1,2011,395
397,2011-01-18,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,1,2011,396
398,2011-01-18,1,13,0,2,1,2,0.2,0.19699999999999998,0.86,0.2239,0,22,22,1,2011,397
399,2011-01-18,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,1,2011,398
400,2011-01-18,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,1,2011,399
401,2011-01-18,1,16,0,2,1,2,0.22,0.2273,0.87,0.19399999999999998,0,61,61,1,2011,400
402,2011-01-18,1,17,0,2,1,2,0.22,0.2273,0.82,0.19399999999999998,1,124,125,1,2011,401
403,2011-01-18,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,1,2011,402
404,2011-01-18,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,1,2011,403
405,2011-01-18,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,1,2011,404
406,2011-01-18,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,1,2011,405
407,2011-01-18,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,1,2011,406
408,2011-01-18,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,1,2011,407
409,2011-01-19,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,1,2011,408
410,2011-01-19,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,1,2011,409
411,2011-01-19,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,1,2011,410
412,2011-01-19,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,1,2011,411
413,2011-01-19,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,1,2011,412
414,2011-01-19,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,1,2011,413
415,2011-01-19,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,1,2011,414
416,2011-01-19,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,1,2011,415
417,2011-01-19,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,1,2011,416
418,2011-01-19,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,1,2011,417
419,2011-01-19,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,1,2011,418
420,2011-01-19,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,1,2011,419
421,2011-01-19,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,1,2011,420
422,2011-01-19,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,1,2011,421
423,2011-01-19,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,1,2011,422
424,2011-01-19,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,1,2011,423
425,2011-01-19,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,1,2011,424
426,2011-01-19,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,1,2011,425
427,2011-01-19,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,1,2011,426
428,2011-01-19,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,1,2011,427
429,2011-01-19,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,1,2011,428
430,2011-01-19,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,1,2011,429
431,2011-01-19,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,1,2011,430
432,2011-01-20,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,1,2011,431
433,2011-01-20,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,1,2011,432
434,2011-01-20,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,1,2011,433
435,2011-01-20,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1,2011,434
436,2011-01-20,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1,2011,435
437,2011-01-20,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,1,2011,436
438,2011-01-20,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,1,2011,437
439,2011-01-20,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,1,2011,438
440,2011-01-20,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,1,2011,439
441,2011-01-20,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,1,2011,440
442,2011-01-20,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,1,2011,441
443,2011-01-20,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,1,2011,442
444,2011-01-20,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,1,2011,443
445,2011-01-20,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,1,2011,444
446,2011-01-20,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,1,2011,445
447,2011-01-20,1,15,0,4,1,2,0.32,0.3182,0.45,0.19399999999999998,8,62,70,1,2011,446
448,2011-01-20,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,1,2011,447
449,2011-01-20,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,1,2011,448
450,2011-01-20,1,18,0,4,1,2,0.26,0.2576,0.56,0.19399999999999998,1,184,185,1,2011,449
451,2011-01-20,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,1,2011,450
452,2011-01-20,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,1,2011,451
453,2011-01-20,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,1,2011,452
454,2011-01-20,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,1,2011,453
455,2011-01-20,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,1,2011,454
456,2011-01-21,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,1,2011,455
457,2011-01-21,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,1,2011,456
458,2011-01-21,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,1,2011,457
459,2011-01-21,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,1,2011,458
460,2011-01-21,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1,2011,459
461,2011-01-21,1,5,0,5,1,1,0.24,0.19699999999999998,0.6,0.4179,1,4,5,1,2011,460
462,2011-01-21,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,1,2011,461
463,2011-01-21,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,1,2011,462
464,2011-01-21,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,1,2011,463
465,2011-01-21,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,1,2011,464
466,2011-01-21,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,1,2011,465
467,2011-01-21,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,1,2011,466
468,2011-01-21,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,1,2011,467
469,2011-01-21,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,1,2011,468
470,2011-01-21,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,1,2011,469
471,2011-01-21,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,1,2011,470
472,2011-01-21,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,1,2011,471
473,2011-01-21,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,1,2011,472
474,2011-01-21,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,1,2011,473
475,2011-01-21,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,1,2011,474
476,2011-01-21,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,1,2011,475
477,2011-01-21,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,1,2011,476
478,2011-01-21,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,1,2011,477
479,2011-01-21,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,1,2011,478
480,2011-01-22,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,1,2011,479
481,2011-01-22,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,1,2011,480
482,2011-01-22,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,1,2011,481
483,2011-01-22,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,1,2011,482
484,2011-01-22,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,1,2011,483
485,2011-01-22,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,1,2011,484
486,2011-01-22,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,1,2011,485
487,2011-01-22,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,1,2011,486
488,2011-01-22,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,1,2011,487
489,2011-01-22,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,1,2011,488
490,2011-01-22,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,1,2011,489
491,2011-01-22,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,1,2011,490
492,2011-01-22,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,1,2011,491
493,2011-01-22,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,1,2011,492
494,2011-01-22,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,1,2011,493
495,2011-01-22,1,16,0,6,0,1,0.12,0.1364,0.28,0.19399999999999998,11,72,83,1,2011,494
496,2011-01-22,1,17,0,6,0,1,0.12,0.19699999999999998,0.28,0.0,8,59,67,1,2011,495
497,2011-01-22,1,18,0,6,0,1,0.08,0.0909,0.35,0.19399999999999998,0,54,54,1,2011,496
498,2011-01-22,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,1,2011,497
499,2011-01-22,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,1,2011,498
500,2011-01-22,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,1,2011,499
501,2011-01-22,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,1,2011,500
502,2011-01-22,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,1,2011,501
503,2011-01-23,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,1,2011,502
504,2011-01-23,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,1,2011,503
505,2011-01-23,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,1,2011,504
506,2011-01-23,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,1,2011,505
507,2011-01-23,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,1,2011,506
508,2011-01-23,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,1,2011,507
509,2011-01-23,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,1,2011,508
510,2011-01-23,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,1,2011,509
511,2011-01-23,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,1,2011,510
512,2011-01-23,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,1,2011,511
513,2011-01-23,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,1,2011,512
514,2011-01-23,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,1,2011,513
515,2011-01-23,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,1,2011,514
516,2011-01-23,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,1,2011,515
517,2011-01-23,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,1,2011,516
518,2011-01-23,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,1,2011,517
519,2011-01-23,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,1,2011,518
520,2011-01-23,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,1,2011,519
521,2011-01-23,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,1,2011,520
522,2011-01-23,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,1,2011,521
523,2011-01-23,1,21,0,0,0,1,0.1,0.1061,0.36,0.19399999999999998,5,20,25,1,2011,522
524,2011-01-23,1,22,0,0,0,1,0.08,0.0909,0.38,0.19399999999999998,5,23,28,1,2011,523
525,2011-01-23,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,1,2011,524
526,2011-01-24,1,0,0,1,1,1,0.06,0.0606,0.41,0.19399999999999998,0,7,7,1,2011,525
527,2011-01-24,1,1,0,1,1,1,0.04,0.0455,0.45,0.19399999999999998,0,1,1,1,2011,526
528,2011-01-24,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,1,2011,527
